epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5513.96,1.48015,2.0327,1.80507,0.52024,0.47785,0.46399,0.24799,1.48458,1.89933,1.86111,0.0079705,0.0079705,0.0079705
43,5641.99,1.47413,2.02526,1.80303,0.53246,0.42783,0.43542,0.23559,1.47517,1.94201,1.85724,0.007921,0.007921,0.007921
44,5769.87,1.4626,2.016,1.79557,0.49672,0.46528,0.45787,0.25031,1.46845,1.88878,1.85025,0.0078715,0.0078715,0.0078715
45,5897.68,1.46181,2.01161,1.79338,0.50708,0.46072,0.4661,0.25402,1.48697,1.87719,1.85742,0.007822,0.007822,0.007822
46,6025.48,1.46275,1.97917,1.79188,0.51386,0.48187,0.46905,0.25522,1.46639,1.85889,1.84664,0.0077725,0.0077725,0.0077725
47,6153.36,1.45816,1.99278,1.78566,0.48515,0.46424,0.47585,0.26323,1.4609,1.85052,1.84178,0.007723,0.007723,0.007723
48,6281.16,1.45924,1.98007,1.77962,0.50088,0.4585,0.46733,0.25981,1.46456,1.87935,1.83835,0.0076735,0.0076735,0.0076735
49,6408.96,1.45366,1.98277,1.7788,0.60675,0.46172,0.47613,0.25632,1.47394,1.84225,1.84623,0.007624,0.007624,0.007624
50,6536.78,1.43945,1.98104,1.77595,0.54917,0.48785,0.48988,0.26959,1.46124,1.815,1.85009,0.0075745,0.0075745,0.0075745
51,6664.62,1.44446,1.97154,1.77817,0.58095,0.46881,0.48689,0.26522,1.4706,1.83569,1.84687,0.007525,0.007525,0.007525
52,6792.43,1.43334,1.95872,1.76736,0.59651,0.44554,0.48733,0.26725,1.47094,1.8108,1.82816,0.0074755,0.0074755,0.0074755
53,6920.22,1.43765,1.94218,1.77036,0.54839,0.49212,0.48983,0.27197,1.47033,1.81989,1.84061,0.007426,0.007426,0.007426
54,7048.04,1.4344,1.94644,1.75779,0.52335,0.48455,0.48578,0.2688,1.44771,1.78409,1.81141,0.0073765,0.0073765,0.0073765
55,7175.92,1.43091,1.93422,1.76107,0.57967,0.47764,0.48693,0.26927,1.45082,1.78755,1.82343,0.007327,0.007327,0.007327
56,7304.06,1.43282,1.91491,1.75589,0.58531,0.50721,0.50077,0.27438,1.44592,1.80581,1.83228,0.0072775,0.0072775,0.0072775
57,7432.21,1.41227,1.90304,1.74308,0.59967,0.49984,0.50647,0.28038,1.45125,1.79352,1.83118,0.007228,0.007228,0.007228
58,7560.06,1.43031,1.90833,1.75411,0.5513,0.49356,0.49601,0.27764,1.42914,1.77153,1.80187,0.0071785,0.0071785,0.0071785
59,7687.82,1.42202,1.90749,1.74791,0.56119,0.51232,0.51357,0.2855,1.44325,1.76008,1.81666,0.007129,0.007129,0.007129
60,7815.64,1.42488,1.89508,1.74762,0.57721,0.51166,0.51876,0.2862,1.44058,1.75766,1.81839,0.0070795,0.0070795,0.0070795
61,7943.47,1.4119,1.88396,1.7416,0.56981,0.51507,0.50894,0.28203,1.4381,1.76617,1.81631,0.00703,0.00703,0.00703
62,8071.23,1.4127,1.88061,1.73918,0.5863,0.50588,0.51514,0.28518,1.43983,1.76275,1.8077,0.0069805,0.0069805,0.0069805
63,8199.01,1.4085,1.88205,1.73417,0.57829,0.5065,0.52179,0.29097,1.43076,1.73191,1.80943,0.006931,0.006931,0.006931
64,8326.79,1.40325,1.86593,1.73121,0.59648,0.51523,0.52104,0.28836,1.43604,1.74632,1.81079,0.0068815,0.0068815,0.0068815
65,8454.5,1.40103,1.86398,1.7339,0.58746,0.51567,0.5116,0.28331,1.43628,1.74587,1.80971,0.006832,0.006832,0.006832
66,8582.3,1.40777,1.86465,1.73399,0.57156,0.51639,0.51423,0.28494,1.43328,1.74387,1.80102,0.0067825,0.0067825,0.0067825
67,8710.13,1.40229,1.8501,1.73014,0.58692,0.5076,0.52344,0.29155,1.44431,1.71665,1.81137,0.006733,0.006733,0.006733
68,8837.95,1.40113,1.85205,1.72942,0.57226,0.52064,0.52637,0.29295,1.43362,1.72668,1.80389,0.0066835,0.0066835,0.0066835
69,8965.77,1.4004,1.85603,1.72211,0.57616,0.5237,0.52731,0.28996,1.4402,1.74552,1.80791,0.006634,0.006634,0.006634
70,9093.53,1.38842,1.83562,1.71976,0.5784,0.51421,0.51903,0.28533,1.43152,1.73382,1.8065,0.0065845,0.0065845,0.0065845
71,9221.36,1.396,1.83337,1.72516,0.60185,0.50025,0.52599,0.29154,1.43315,1.72853,1.80511,0.006535,0.006535,0.006535
72,9349.21,1.39084,1.83937,1.72294,0.5794,0.53183,0.52733,0.29659,1.43129,1.71463,1.7997,0.0064855,0.0064855,0.0064855
73,9477.01,1.39081,1.83596,1.71856,0.58158,0.51477,0.51952,0.28991,1.42232,1.72892,1.80218,0.006436,0.006436,0.006436
74,9604.84,1.38373,1.82083,1.70853,0.60767,0.52724,0.53956,0.29852,1.42182,1.69976,1.79916,0.0063865,0.0063865,0.0063865
75,9732.64,1.372,1.79444,1.69817,0.57699,0.50853,0.51968,0.28905,1.42446,1.72764,1.79705,0.006337,0.006337,0.006337
76,9860.4,1.37177,1.79936,1.70081,0.65323,0.4877,0.53399,0.29701,1.42807,1.70112,1.79824,0.0062875,0.0062875,0.0062875
77,9988.15,1.3753,1.80531,1.70381,0.59249,0.52154,0.52836,0.29918,1.42962,1.69407,1.80373,0.006238,0.006238,0.006238
78,10115.9,1.371,1.78846,1.69526,0.61796,0.50616,0.5309,0.29688,1.43047,1.68917,1.80124,0.0061885,0.0061885,0.0061885
79,10243.7,1.36677,1.77163,1.69204,0.6436,0.51206,0.54158,0.30395,1.41043,1.64595,1.78217,0.006139,0.006139,0.006139
80,10371.5,1.36448,1.76919,1.69255,0.62458,0.50541,0.5335,0.30364,1.40056,1.66015,1.77526,0.0060895,0.0060895,0.0060895
81,10499.3,1.35575,1.77203,1.68806,0.61283,0.50845,0.5364,0.30521,1.40094,1.66188,1.77,0.00604,0.00604,0.00604
82,10627,1.36337,1.7675,1.68548,0.61029,0.52275,0.53749,0.30681,1.407,1.6725,1.78293,0.0059905,0.0059905,0.0059905
83,10754.8,1.36489,1.77949,1.68896,0.626,0.50604,0.53537,0.30153,1.4127,1.67862,1.78586,0.005941,0.005941,0.005941
84,10882.5,1.35984,1.76613,1.68894,0.62227,0.51556,0.53841,0.30448,1.39854,1.66193,1.77011,0.0058915,0.0058915,0.0058915
85,11010.2,1.36114,1.7613,1.69123,0.63003,0.51896,0.54633,0.30754,1.40841,1.65017,1.78216,0.005842,0.005842,0.005842
86,11138,1.35641,1.77777,1.69604,0.64139,0.51561,0.55099,0.31264,1.41251,1.64215,1.78528,0.0057925,0.0057925,0.0057925
87,11265.7,1.35657,1.73558,1.67699,0.61275,0.52263,0.54308,0.31029,1.40149,1.64894,1.77027,0.005743,0.005743,0.005743
88,11393.4,1.3523,1.73763,1.67787,0.62641,0.53556,0.54946,0.31025,1.40269,1.64047,1.77551,0.0056935,0.0056935,0.0056935
89,11521.3,1.35059,1.7361,1.67683,0.63231,0.51996,0.55007,0.31176,1.40512,1.63436,1.78196,0.005644,0.005644,0.005644
90,11649.1,1.35402,1.75562,1.68153,0.59509,0.52514,0.54243,0.30767,1.39977,1.64733,1.77783,0.0055945,0.0055945,0.0055945
91,11776.8,1.34764,1.72733,1.67225,0.5875,0.5345,0.53958,0.30569,1.39492,1.64155,1.76779,0.005545,0.005545,0.005545
92,11904.5,1.34311,1.72531,1.66645,0.62284,0.52417,0.54845,0.31019,1.39819,1.62443,1.77035,0.0054955,0.0054955,0.0054955
93,12032.3,1.34929,1.72942,1.6737,0.63851,0.52842,0.56075,0.3183,1.38493,1.59801,1.76338,0.005446,0.005446,0.005446
94,12160,1.33547,1.7241,1.66943,0.63702,0.53521,0.56406,0.32216,1.39206,1.59574,1.76663,0.0053965,0.0053965,0.0053965
95,12287.8,1.35823,1.72759,1.67374,0.61372,0.54884,0.56117,0.31702,1.39212,1.59972,1.76495,0.005347,0.005347,0.005347
96,12415.6,1.34999,1.73905,1.6737,0.61452,0.53741,0.56029,0.31602,1.3856,1.60955,1.76098,0.0052975,0.0052975,0.0052975
97,12543.4,1.33813,1.71427,1.66165,0.6062,0.56283,0.55905,0.31333,1.39491,1.6133,1.76796,0.005248,0.005248,0.005248
98,12671.1,1.33998,1.69671,1.65977,0.60906,0.54146,0.55677,0.31593,1.38589,1.61414,1.75837,0.0051985,0.0051985,0.0051985
99,12798.9,1.33321,1.71193,1.65989,0.6217,0.54035,0.55978,0.32173,1.37882,1.58975,1.75552,0.005149,0.005149,0.005149
100,12926.7,1.32389,1.69737,1.65197,0.60847,0.52999,0.55603,0.31902,1.38466,1.59751,1.7605,0.0050995,0.0050995,0.0050995
101,13054.5,1.33513,1.70896,1.66483,0.62941,0.54021,0.56616,0.32566,1.38382,1.59259,1.76488,0.00505,0.00505,0.00505
102,13182.4,1.3231,1.68223,1.65465,0.66001,0.52568,0.56886,0.32398,1.37946,1.58697,1.75924,0.0050005,0.0050005,0.0050005
103,13310.1,1.32411,1.69538,1.65672,0.63097,0.54737,0.57243,0.32476,1.38574,1.57969,1.76195,0.004951,0.004951,0.004951
104,13437.9,1.31908,1.68768,1.65119,0.64099,0.53596,0.56606,0.32277,1.39356,1.57767,1.7678,0.0049015,0.0049015,0.0049015
105,13565.7,1.326,1.68287,1.64786,0.65245,0.53502,0.57167,0.326,1.38869,1.57239,1.75903,0.004852,0.004852,0.004852
106,13693.5,1.32384,1.67437,1.64856,0.64461,0.53869,0.5685,0.32494,1.39145,1.57673,1.75997,0.0048025,0.0048025,0.0048025
107,13821.3,1.32995,1.68399,1.64978,0.64274,0.54299,0.57238,0.32693,1.39157,1.56051,1.76444,0.004753,0.004753,0.004753
108,13949.1,1.31546,1.67101,1.64456,0.65948,0.54007,0.57504,0.32841,1.38736,1.55908,1.75755,0.0047035,0.0047035,0.0047035
109,14076.9,1.31865,1.65772,1.64623,0.68274,0.53304,0.57993,0.33251,1.38729,1.54864,1.75692,0.004654,0.004654,0.004654
110,14204.6,1.31096,1.64517,1.63746,0.65511,0.5375,0.5751,0.32977,1.39061,1.54758,1.75888,0.0046045,0.0046045,0.0046045
111,14332.4,1.30908,1.66136,1.64429,0.65631,0.54,0.57118,0.32727,1.3855,1.5503,1.75252,0.004555,0.004555,0.004555
112,14460.2,1.30714,1.64543,1.63575,0.64331,0.54375,0.56772,0.32485,1.38859,1.5646,1.75714,0.0045055,0.0045055,0.0045055
113,14587.9,1.3096,1.6527,1.63987,0.65187,0.54275,0.57074,0.32499,1.38847,1.55887,1.75857,0.004456,0.004456,0.004456
114,14715.7,1.30962,1.65387,1.63817,0.65561,0.54747,0.57388,0.3282,1.38755,1.55401,1.75604,0.0044065,0.0044065,0.0044065
115,14843.5,1.29949,1.63127,1.62717,0.65961,0.54103,0.57604,0.32829,1.38302,1.54794,1.75415,0.004357,0.004357,0.004357
116,14971.2,1.30993,1.65596,1.63833,0.64849,0.55035,0.57266,0.32367,1.38864,1.55617,1.75689,0.0043075,0.0043075,0.0043075
117,15099,1.30169,1.63251,1.62656,0.64834,0.5452,0.57497,0.32562,1.38766,1.55824,1.75585,0.004258,0.004258,0.004258
118,15226.8,1.30164,1.62235,1.6276,0.63484,0.55184,0.57746,0.32816,1.37953,1.56021,1.75012,0.0042085,0.0042085,0.0042085
119,15354.6,1.29633,1.63174,1.62651,0.64926,0.54673,0.57432,0.32758,1.37444,1.55449,1.74515,0.004159,0.004159,0.004159
120,15482.3,1.30142,1.63667,1.6298,0.65493,0.54355,0.57495,0.32708,1.37751,1.5505,1.75053,0.0041095,0.0041095,0.0041095
121,15610.1,1.28879,1.60359,1.6236,0.64466,0.54601,0.57662,0.33014,1.37714,1.54658,1.74814,0.00406,0.00406,0.00406
122,15737.9,1.28728,1.60821,1.61811,0.65679,0.54326,0.57545,0.32924,1.37819,1.54841,1.74862,0.0040105,0.0040105,0.0040105
123,15865.7,1.29963,1.60011,1.62006,0.65741,0.54142,0.57548,0.32893,1.37809,1.54814,1.7526,0.003961,0.003961,0.003961
124,15993.4,1.28857,1.62588,1.622,0.65056,0.54697,0.57573,0.32802,1.37674,1.54245,1.75001,0.0039115,0.0039115,0.0039115
125,16121.2,1.29379,1.60654,1.62221,0.64998,0.54128,0.57658,0.32954,1.37741,1.54083,1.751,0.003862,0.003862,0.003862
126,16249,1.29413,1.60592,1.62146,0.65531,0.5369,0.578,0.33227,1.37283,1.53305,1.74611,0.0038125,0.0038125,0.0038125
127,16376.8,1.28962,1.59883,1.61556,0.65894,0.53693,0.57788,0.33161,1.37739,1.53485,1.7494,0.003763,0.003763,0.003763
128,16504.6,1.29324,1.6108,1.62795,0.65936,0.53538,0.57665,0.33127,1.3783,1.52916,1.75216,0.0037135,0.0037135,0.0037135
129,16632.3,1.28794,1.59669,1.61699,0.66349,0.53877,0.57717,0.33003,1.38117,1.53124,1.75248,0.003664,0.003664,0.003664
