epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,6281.01,1.29073,1.59645,1.593,0.66249,0.54062,0.60254,0.34063,1.39053,1.59177,1.75966,9.91162e-05,9.91162e-05,9.91162e-05
88,6348.97,1.30591,1.60475,1.59971,0.65272,0.54943,0.6025,0.34154,1.38216,1.58776,1.74987,9.25129e-05,9.25129e-05,9.25129e-05
89,6417.48,1.30322,1.61902,1.60375,0.66277,0.54581,0.60425,0.34646,1.38845,1.58778,1.74855,8.59096e-05,8.59096e-05,8.59096e-05
90,6486.77,1.29271,1.60791,1.59864,0.65686,0.56017,0.60859,0.34603,1.38851,1.57338,1.75627,7.93063e-05,7.93063e-05,7.93063e-05
91,6561.79,1.29481,1.51223,1.62627,0.66161,0.55165,0.60656,0.34113,1.38151,1.58342,1.74911,7.2703e-05,7.2703e-05,7.2703e-05
92,6629.2,1.2765,1.47734,1.62026,0.65557,0.5445,0.60224,0.34021,1.37579,1.59146,1.75205,6.60997e-05,6.60997e-05,6.60997e-05
93,6698.73,1.27637,1.46226,1.61646,0.64591,0.55525,0.60294,0.34381,1.37332,1.58928,1.74544,5.94964e-05,5.94964e-05,5.94964e-05
94,6767.9,1.26156,1.45516,1.60932,0.65022,0.55524,0.60295,0.34392,1.37833,1.585,1.75203,5.28931e-05,5.28931e-05,5.28931e-05
95,6835.47,1.2671,1.46561,1.61467,0.64264,0.55266,0.60145,0.34297,1.36955,1.58596,1.74757,4.62898e-05,4.62898e-05,4.62898e-05
96,6902.89,1.24799,1.43703,1.59472,0.6413,0.56226,0.6055,0.3472,1.37064,1.58645,1.74497,3.96865e-05,3.96865e-05,3.96865e-05
97,6970.3,1.25689,1.44035,1.60274,0.64015,0.55734,0.60582,0.34766,1.36703,1.58601,1.74143,3.30832e-05,3.30832e-05,3.30832e-05
98,7037.75,1.25044,1.43045,1.58977,0.65973,0.54254,0.60823,0.34536,1.37111,1.58556,1.74285,2.64799e-05,2.64799e-05,2.64799e-05
99,7105.33,1.25102,1.43554,1.5996,0.67148,0.54133,0.60533,0.34598,1.36776,1.58991,1.73971,1.98766e-05,1.98766e-05,1.98766e-05
100,7173.54,1.24407,1.42867,1.59284,0.64677,0.55058,0.60537,0.34646,1.36265,1.58555,1.73472,1.32733e-05,1.32733e-05,1.32733e-05
