epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,2369.38,1.19083,1.46238,1.40968,0.62729,0.556,0.61919,0.36693,1.27317,1.55306,1.51764,0.000297215,0.000297215,0.000297215
30,2450.92,1.16917,1.44686,1.40201,0.61759,0.60306,0.6323,0.37398,1.26962,1.51639,1.52263,0.000284009,0.000284009,0.000284009
31,2532.43,1.1693,1.44096,1.4014,0.63465,0.59718,0.63211,0.37494,1.27698,1.5056,1.53755,0.000270802,0.000270802,0.000270802
32,2613.94,1.16479,1.42289,1.39349,0.64011,0.6127,0.63718,0.37691,1.26253,1.509,1.51769,0.000257595,0.000257595,0.000257595
33,2695.55,1.15938,1.41098,1.38944,0.62455,0.59132,0.62637,0.36917,1.29263,1.49846,1.52543,0.000244389,0.000244389,0.000244389
34,2776.03,1.14026,1.38184,1.379,0.64176,0.60908,0.64221,0.37605,1.27301,1.4533,1.51809,0.000231182,0.000231182,0.000231182
35,2853.1,1.15167,1.40356,1.38278,0.65892,0.62309,0.6603,0.39167,1.25517,1.42649,1.51554,0.000217976,0.000217976,0.000217976
36,2930.05,1.13545,1.38034,1.37935,0.65704,0.61304,0.64063,0.37802,1.25616,1.47783,1.51624,0.000204769,0.000204769,0.000204769
37,3006.9,1.14375,1.37868,1.37914,0.68464,0.60857,0.65309,0.38464,1.26648,1.43238,1.52558,0.000191562,0.000191562,0.000191562
38,3083.71,1.12741,1.3553,1.36902,0.67024,0.59788,0.63969,0.37541,1.27721,1.43197,1.52668,0.000178356,0.000178356,0.000178356
39,3160.55,1.13406,1.35871,1.37242,0.68878,0.59448,0.65416,0.38772,1.25417,1.44261,1.50909,0.000165149,0.000165149,0.000165149
40,3237.38,1.12254,1.36178,1.37431,0.66639,0.60129,0.64721,0.38444,1.24445,1.47342,1.50645,0.000151943,0.000151943,0.000151943
41,3330.14,1.12521,1.28432,1.39721,0.65478,0.60876,0.64535,0.38225,1.24554,1.4457,1.50392,0.000138736,0.000138736,0.000138736
42,3407.08,1.1029,1.24343,1.38212,0.69171,0.60359,0.64786,0.38952,1.23827,1.41212,1.50293,0.000125529,0.000125529,0.000125529
43,3483.75,1.09561,1.23433,1.37545,0.68197,0.61161,0.6548,0.39191,1.23719,1.40111,1.5004,0.000112323,0.000112323,0.000112323
44,3561.13,1.08619,1.22093,1.37241,0.67355,0.60186,0.64663,0.38923,1.22475,1.39802,1.49695,9.91162e-05,9.91162e-05,9.91162e-05
45,3638.77,1.07422,1.19553,1.35988,0.66141,0.61108,0.65589,0.39218,1.2296,1.38674,1.49886,8.59096e-05,8.59096e-05,8.59096e-05
46,3715.13,1.06626,1.18295,1.35305,0.65003,0.60631,0.65015,0.38882,1.23155,1.39997,1.49601,7.2703e-05,7.2703e-05,7.2703e-05
47,3791.53,1.06224,1.17607,1.35495,0.66601,0.62444,0.65686,0.39456,1.23281,1.38718,1.49888,5.94964e-05,5.94964e-05,5.94964e-05
48,3867.92,1.05449,1.16809,1.34559,0.64375,0.6199,0.64151,0.3897,1.23176,1.39563,1.49902,4.62898e-05,4.62898e-05,4.62898e-05
49,3944.33,1.05216,1.15752,1.34388,0.65771,0.61356,0.65111,0.39414,1.21808,1.37562,1.48228,3.30832e-05,3.30832e-05,3.30832e-05
50,4020.89,1.04137,1.15233,1.33703,0.64936,0.61588,0.6494,0.39367,1.22066,1.38651,1.48549,1.98766e-05,1.98766e-05,1.98766e-05
