epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,2144.06,1.55209,2.16171,1.87539,0.49652,0.36712,0.35915,0.18022,1.58308,2.26443,1.94463,0.008911,0.008911,0.008911
24,2237.43,1.54022,2.13243,1.86705,0.42989,0.38486,0.38,0.19492,1.56086,2.17508,1.93413,0.0088615,0.0088615,0.0088615
25,2329.7,1.54435,2.12219,1.85857,0.43932,0.42052,0.38551,0.201,1.55824,2.07691,1.92964,0.008812,0.008812,0.008812
26,2422.98,1.52343,2.08443,1.84542,0.46974,0.41201,0.41179,0.2133,1.54785,2.08413,1.94702,0.0087625,0.0087625,0.0087625
27,2514.27,1.52285,2.06425,1.83615,0.56159,0.382,0.40988,0.2117,1.54308,2.0911,1.91304,0.008713,0.008713,0.008713
28,2607.41,1.5224,2.06096,1.8268,0.49606,0.41487,0.38721,0.20534,1.5582,2.05854,1.91629,0.0086635,0.0086635,0.0086635
29,2701.97,1.50844,2.04928,1.82191,0.50982,0.39148,0.40403,0.21636,1.5339,2.05937,1.91913,0.008614,0.008614,0.008614
30,2797.8,1.50286,2.03075,1.8161,0.60143,0.42915,0.43187,0.2222,1.53003,2.00992,1.91818,0.0085645,0.0085645,0.0085645
31,2891.97,1.50034,2.02853,1.81451,0.50312,0.44063,0.41181,0.21818,1.54154,2.02958,1.913,0.008515,0.008515,0.008515
32,2985.37,1.48914,2.01819,1.80329,0.47061,0.42948,0.41851,0.22057,1.5294,1.99995,1.90906,0.0084655,0.0084655,0.0084655
33,3078.75,1.48179,2.01282,1.80326,0.47701,0.401,0.39658,0.21198,1.5077,2.06762,1.87991,0.008416,0.008416,0.008416
34,3171.99,1.47686,1.99394,1.79642,0.57562,0.42635,0.43647,0.23062,1.51692,1.96917,1.88856,0.0083665,0.0083665,0.0083665
35,3265.26,1.48498,1.98203,1.79202,0.54173,0.42912,0.43448,0.2301,1.50205,1.96781,1.88435,0.008317,0.008317,0.008317
36,3358.79,1.48436,1.96089,1.79288,0.5504,0.42744,0.43793,0.23156,1.51746,1.95538,1.87909,0.0082675,0.0082675,0.0082675
37,3452.28,1.47471,1.96501,1.78441,0.53024,0.48124,0.46788,0.24855,1.48468,1.90239,1.85876,0.008218,0.008218,0.008218
38,3545.95,1.46291,1.94494,1.77192,0.50057,0.45484,0.44942,0.23966,1.49299,1.90069,1.86976,0.0081685,0.0081685,0.0081685
39,3640.86,1.46402,1.92273,1.76609,0.50995,0.47668,0.45654,0.24978,1.48999,1.88495,1.84781,0.008119,0.008119,0.008119
40,3735.7,1.45705,1.91871,1.76215,0.51106,0.47178,0.45789,0.24835,1.49581,1.90777,1.84812,0.0080695,0.0080695,0.0080695
41,3830.53,1.45667,1.91862,1.76426,0.6023,0.4626,0.49051,0.26833,1.47213,1.83839,1.84707,0.00802,0.00802,0.00802
42,3925.27,1.44243,1.90621,1.76135,0.49029,0.47211,0.46503,0.25097,1.50362,1.86304,1.86289,0.0079705,0.0079705,0.0079705
43,4020.11,1.44127,1.85797,1.74804,0.54681,0.47501,0.47755,0.26121,1.49052,1.85871,1.84783,0.007921,0.007921,0.007921
44,4114.89,1.43589,1.89109,1.74931,0.47446,0.48277,0.47527,0.25671,1.47525,1.85584,1.83662,0.0078715,0.0078715,0.0078715
45,4209.77,1.44545,1.87298,1.74311,0.537,0.48667,0.48633,0.26481,1.46408,1.82861,1.82395,0.007822,0.007822,0.007822
46,4303.63,1.43184,1.84857,1.72938,0.51286,0.48497,0.48209,0.26825,1.4624,1.84679,1.8258,0.0077725,0.0077725,0.0077725
47,4397.07,1.42529,1.83982,1.73271,0.49418,0.48076,0.47961,0.26319,1.47445,1.83079,1.84125,0.007723,0.007723,0.007723
48,4490.65,1.43322,1.84031,1.73079,0.49857,0.46967,0.47918,0.26454,1.47142,1.82446,1.82178,0.0076735,0.0076735,0.0076735
49,4584.1,1.42717,1.84893,1.73539,0.53637,0.48587,0.47981,0.26304,1.45782,1.78224,1.81213,0.007624,0.007624,0.007624
50,4677.61,1.42492,1.83336,1.72423,0.55847,0.49716,0.49589,0.2744,1.44279,1.75956,1.80283,0.0075745,0.0075745,0.0075745
51,4771.27,1.4105,1.81668,1.70783,0.49402,0.50028,0.48282,0.26674,1.44798,1.82012,1.80021,0.007525,0.007525,0.007525
52,4864.87,1.41026,1.81941,1.71629,0.54764,0.50191,0.50773,0.27665,1.45196,1.75319,1.80336,0.0074755,0.0074755,0.0074755
53,4956.78,1.39978,1.79968,1.70826,0.54322,0.49795,0.50107,0.27948,1.45586,1.76295,1.81155,0.007426,0.007426,0.007426
54,5044.95,1.41454,1.80729,1.71102,0.50752,0.47528,0.49739,0.26927,1.44296,1.75181,1.78508,0.0073765,0.0073765,0.0073765
55,5133.1,1.3954,1.79584,1.69991,0.5493,0.50725,0.50735,0.27841,1.45257,1.75804,1.81055,0.007327,0.007327,0.007327
56,5221.21,1.3977,1.77997,1.69876,0.55929,0.51245,0.51134,0.28066,1.44002,1.74337,1.79902,0.0072775,0.0072775,0.0072775
57,5309.34,1.39149,1.78895,1.69495,0.62234,0.48436,0.52375,0.29426,1.43582,1.72111,1.78666,0.007228,0.007228,0.007228
58,5397.49,1.39277,1.76494,1.6915,0.56719,0.51233,0.51576,0.2911,1.42543,1.73308,1.7766,0.0071785,0.0071785,0.0071785
59,5485.6,1.38833,1.77022,1.68717,0.59667,0.49479,0.52632,0.29326,1.43162,1.70402,1.78739,0.007129,0.007129,0.007129
60,5573.7,1.39068,1.75559,1.69728,0.5698,0.51126,0.51822,0.28786,1.4393,1.70813,1.79219,0.0070795,0.0070795,0.0070795
